,Average,Maximum Difference,Maximum,Minimum,Maximum Deviation from Average
youtube,161.48700000000002,13.73999999999998,170.35,156.61,8.862999999999971
amazon,349.91999999999996,62.89000000000004,375.35,312.46,37.45999999999998
google,65.97299999999998,4.320000000000007,68.54,64.22,2.5670000000000215
facebook,421.24777777777774,15.689999999999998,426.57,410.88,10.367777777777746
