,Average,Maximum Difference,Maximum,Minimum,Maximum Deviation from Average
youtube,182.21285714285713,44.80000000000001,214.75,169.95,32.53714285714287
amazon,412.95199999999994,143.64999999999998,511.57,367.92,98.61800000000005
google,80.6557142857143,4.059999999999988,82.57,78.51,2.1457142857142912
facebook,445.04714285714283,26.610000000000014,457.57,430.96,14.087142857142851
