,Average,Maximum Difference,Maximum,Minimum,Maximum Deviation from Average
youtube,171.95624999999998,4.449999999999989,174.56,170.11,2.6037500000000193
amazon,438.4566666666667,72.69,469.07,396.38,42.07666666666671
google,73.39750000000001,4.039999999999992,75.44,71.4,2.0424999999999898
facebook,440.05875000000003,28.21999999999997,456.45,428.23,16.391249999999957
