,Average,Maximum Difference,Maximum,Minimum,Maximum Deviation from Average
youtube,171.86700000000002,9.740000000000009,176.38,166.64,5.227000000000032
amazon,440.35625,110.71000000000004,501.41,390.7,61.053750000000036
google,73.36099999999999,4.650000000000006,75.54,70.89,2.4709999999999894
facebook,440.671,40.460000000000036,463.35,422.89,22.67900000000003
