,Average,Maximum Difference,Maximum,Minimum,Maximum Deviation from Average
youtube,179.8,14.319999999999993,187.81,173.49,8.009999999999991
amazon,530.538,127.84000000000003,599.48,471.64,68.94200000000001
google,76.7525,7.079999999999998,80.87,73.79,4.117500000000007
facebook,442.48875000000004,27.569999999999993,461.09,433.52,18.601249999999936
