,Average,Maximum Difference,Maximum,Minimum,Maximum Deviation from Average
youtube,171.49125,11.240000000000009,178.19,166.95,6.69874999999999
amazon,375.53,34.75,391.06,356.31,19.21999999999997
google,77.05125000000001,4.11999999999999,79.07,74.95,2.1012500000000074
facebook,443.58124999999995,18.680000000000007,451.54,432.86,10.72124999999994
