,Average,Maximum Difference,Maximum,Minimum,Maximum Deviation from Average
youtube,171.53,13.79000000000002,178.58,164.79,7.050000000000011
amazon,374.9916666666666,41.150000000000034,394.49,353.34,21.651666666666642
google,77.079,6.539999999999992,80.46,73.92,3.3810000000000002
facebook,444.543,41.94,469.36,427.42,24.817000000000007
