,Average,Maximum Difference,Maximum,Minimum,Maximum Deviation from Average
youtube,176.79999999999998,15.329999999999984,186.07,170.74,9.27000000000001
amazon,442.85999999999996,32.50999999999999,459.62,427.11,16.760000000000048
google,75.45125,7.439999999999998,79.84,72.4,4.388750000000002
facebook,445.305,20.69999999999999,457.27,436.57,11.964999999999975
