,Average,Maximum Difference,Maximum,Minimum,Maximum Deviation from Average
youtube,177.231,11.299999999999983,181.13,169.83,7.400999999999982
amazon,402.32125,155.41000000000003,489.35,333.94,87.02875
google,71.29599999999999,3.980000000000004,73.65,69.67,2.3540000000000134
facebook,497.996,46.28000000000003,534.09,487.81,36.09400000000005
