,Average,Maximum Difference,Maximum,Minimum,Maximum Deviation from Average
youtube,177.66875000000002,7.490000000000009,180.68,173.19,4.478750000000019
amazon,399.2133333333333,109.88,448.19,338.31,60.90333333333331
google,71.205,2.760000000000005,72.79,70.03,1.585000000000008
facebook,494.7575,15.339999999999975,503.81,488.47,9.052500000000009
